Date, Close
20170825,159.860001
20170828,161.470001
20170829,162.910004
20170830,163.350006
20170831,164
20170901,164.050003
20170905,162.080002
20170906,161.910004
20170907,161.259995
20170908,158.630005
20170911,161.5
20170912,160.860001
20170913,159.649994
20170914,158.279999
20170915,159.880005
20170918,158.669998
20170919,158.729996
20170920,156.070007
20170921,153.389999
20170922,151.889999
20170925,150.550003
